PRACTICE_POSTCODE,Urgent_Count,Total_Count,Pressure_Index_Pct
LS124NQ,124,7936,1.56
BB47NG,25,1601,1.56
SY14EE,23,1491,1.54
SW191QE,7,454,1.54
W43RE,22,1443,1.52
NE290HG,65,4288,1.52
SW100HE,19,1256,1.51
RH41RY,10,664,1.51
PR23NB,17,1126,1.51
DH33AT,59,3905,1.51
CH14DS,31,2050,1.51
ST45NP,18,1201,1.5
GL504FA,2,133,1.5
GL115NX,76,5072,1.5
YO104BQ,4,269,1.49
HA74AR,6,403,1.49
SE38BT,9,610,1.48
N88LA,47,3173,1.48
M74LR,10,674,1.48
W23PH,22,1509,1.46
RH104HZ,11,752,1.46
ME80HT,99,6768,1.46
SS75RE,28,1938,1.44
SW25SG,19,1325,1.43
ST195AF,12,838,1.43
LE40LE,51,3576,1.43
GU214AL,17,1188,1.43
PO51PX,16,1128,1.42
CH420LQ,11,772,1.42
BS377AG,7,497,1.41
SL58QB,9,641,1.4
OX73PQ,2,143,1.4
KT66HX,12,855,1.4
B912AQ,16,1139,1.4
NG181NG,28,2018,1.39
BN158AP,5,363,1.38
TN401JG,2,146,1.37
CA287BL,177,12980,1.36
TA81PH,2,148,1.35
BN271DN,59,4393,1.34
BS494EJ,5,382,1.31
S459PE,3,232,1.29
PO160BG,2,155,1.29
LE130HR,31,2410,1.29
DE723DU,66,5110,1.29
UB81UB,56,4391,1.28
GL504NJ,11,871,1.26
BH89QJ,6,478,1.26
WA11UG,34,2711,1.25
TR108GW,18,1437,1.25
CR28LJ,10,802,1.25
BN25FB,42,3362,1.25
RG17UZ,22,1776,1.24
GU85NA,23,1858,1.24
B210HH,39,3135,1.24
WR111BG,11,907,1.21
RG91AT,6,497,1.21
NN172AW,13,1072,1.21
DN332LY,10,825,1.21
BN111SU,13,1072,1.21
GU213LG,11,932,1.18
PE68HA,3,257,1.17
HA99AB,25,2129,1.17
BA160ND,4,342,1.17
SR27DF,10,864,1.16
ME138NU,12,1038,1.16
CB74LN,4,345,1.16
OX183JQ,3,262,1.15
ME75NY,5,433,1.15
BN147LG,3,261,1.15
TN57JR,13,1160,1.12
NG25LN,9,811,1.11
LE35EZ,62,5576,1.11
BS313BQ,2,180,1.11
PL112JY,11,999,1.1
NW42BP,28,2553,1.1
RG15BL,9,827,1.09
W138RY,5,465,1.08
SE30RL,25,2310,1.08
SN151HL,7,655,1.07
CO91LL,45,4203,1.07
LN68NH,8,763,1.05
CV15JT,84,7996,1.05
CA74DS,35,3327,1.05
B236DJ,22,2092,1.05
N97DU,21,2019,1.04
SK87EL,11,1068,1.03
WA101UH,18,1770,1.02
GU146DD,4,391,1.02
CV230QD,12,1174,1.02
BS226HQ,3,297,1.01
NE303DB,3,301,1.0
EX151AA,5,505,0.99
CV470HN,8,816,0.98
CV33DG,77,7856,0.98
RH15RH,6,624,0.96
DN162RZ,2,210,0.95
CA11PY,5,527,0.95
TW91YJ,18,1910,0.94
B376BA,72,7656,0.94
RG87AE,6,654,0.92
BD38EL,7,758,0.92
UB40NR,10,1100,0.91
OL111EF,5,551,0.91
NE159EL,18,2002,0.9
CT161BU,71,7855,0.9
SN22NT,6,674,0.89
WA32SA,37,4261,0.87
ST200EX,4,462,0.87
SG143SY,30,3464,0.87
SO505NX,32,3712,0.86
CO33PA,1,116,0.86
CO102AA,6,699,0.86
PL206RR,1,118,0.85
YO411BS,4,476,0.84
CH600BY,3,356,0.84
CB42AE,7,836,0.84
CA139NQ,7,838,0.84
KT100QY,9,1080,0.83
GU266TD,8,962,0.83
GL556AT,5,600,0.83
SL57HE,1,123,0.81
NG82BH,7,877,0.8
W55EX,9,1133,0.79
W25RA,17,2150,0.79
HX30UA,28,3534,0.79
GU68SN,17,2145,0.79
BD73EG,1,126,0.79
YO266GA,1,129,0.78
TN48UN,4,516,0.78
TA201PT,24,3084,0.78
WA141RP,3,393,0.76
BB72DH,1,132,0.76
SS133AG,31,4138,0.75
BD71LW,2,267,0.75
SO419BQ,4,538,0.74
B782LL,20,2689,0.74
CM35LL,2,274,0.73
DL78HD,2,279,0.72
SE15TY,6,844,0.71
NE31UE,3,424,0.71
EX332JL,7,991,0.71
KT33NB,32,4584,0.7
BS406HF,10,1422,0.7
RH103DG,2,289,0.69
TW80JW,12,1819,0.66
WD234QB,1,155,0.65
RG127RF,7,1069,0.65
BN251DH,3,467,0.64
B939LU,6,938,0.64
PO156JF,13,2052,0.63
NN84UF,2,320,0.63
S104JQ,4,657,0.61
ME156QE,4,651,0.61
TW181XD,2,333,0.6
SG85AB,2,331,0.6
GU280BE,2,332,0.6
RH164HT,8,1348,0.59
BA11HZ,5,863,0.58
CM170AQ,2,349,0.57
WC2N4HS,3,536,0.56
GU514PE,2,359,0.56
DE564EU,7,1256,0.56
CV129NG,25,4491,0.56
BN11AG,1,181,0.55
BB101UX,3,550,0.55
BA12PD,2,377,0.53
PL126AF,80,15335,0.52
PL34RJ,52,10320,0.5
B151LZ,20,3989,0.5
CV327SF,17,3535,0.48
PO123AJ,20,4261,0.47
IP11XG,8,1705,0.47
NR23HA,1,221,0.45
SE280EB,2,477,0.42
N43DS,20,4893,0.41
RM142QU,8,2144,0.37
CV21AX,7,2060,0.34
PO139DD,1,305,0.33
NW108TF,10,2986,0.33
SE280FG,1,323,0.31
TR13JJ,1,331,0.3
N128JT,1,329,0.3
LE35EQ,7,2303,0.3
DN212UQ,7,2492,0.28
CW15EQ,2,718,0.28
SL42QX,3,1103,0.27
GU266LD,1,404,0.25
CA124HP,2,794,0.25
NN100QS,13,5436,0.24
BS82XE,5,2055,0.24
TQ58LJ,1,435,0.23
SE50DL,5,2145,0.23
M501ZD,7,3042,0.23
DE44FS,4,1710,0.23
BD94QU,2,869,0.23
SW151HJ,1,452,0.22
GU125HR,4,1954,0.2
SL71DQ,1,536,0.19
PO191JR,1,532,0.19
KT228SD,1,550,0.18
N98JS,6,3444,0.17
CW111EQ,1,608,0.16
RH191PN,6,4076,0.15
BR13DD,1,722,0.14
CR85AA,1,804,0.12
W39BA,1,878,0.11
L182DD,4,4028,0.1
ST148TH,3,3754,0.08
NN48DP,2,3011,0.07
NG177GQ,2,3226,0.06
BN111LZ,1,1617,0.06
SM45DA,1,2035,0.05
N135EZ,2,5977,0.03
WA166DX,0,601,0.0
W1G7DB,0,1320,0.0
UB83NN,0,1187,0.0
UB54BX,0,238,0.0
UB13HW,0,888,0.0
TW106AS,0,166,0.0
TS232NT,0,2478,0.0
TS198PE,0,3699,0.0
TS117BA,0,1702,0.0
TR60EY,0,872,0.0
TN91UJ,0,838,0.0
TN325AS,0,228,0.0
TN225AW,0,507,0.0
TN145PA,0,774,0.0
TA218QY,0,187,0.0
SY36DU,0,129,0.0
SY112HG,0,122,0.0
SW83RG,0,658,0.0
SW54UL,0,363,0.0
ST51JT,0,2886,0.0
ST163DA,0,1460,0.0
SO518GE,0,203,0.0
SN95AQ,0,744,0.0
SN13RW,0,859,0.0
SN130BH,0,3754,0.0
SE162XB,0,3916,0.0
RH106JD,0,128,0.0
RG92AR,0,167,0.0
RG178XU,0,524,0.0
RG141BD,0,272,0.0
RG109NY,0,667,0.0
PO88UJ,0,1104,0.0
PO51QZ,0,402,0.0
OX169YJ,0,149,0.0
OL36HY,0,898,0.0
NW52AJ,0,228,0.0
NW118LH,0,290,0.0
NW117HB,0,265,0.0
NN172UW,0,940,0.0
NN14TH,0,159,0.0
NG177AS,0,328,0.0
NG15DW,0,1004,0.0
N78GG,0,120,0.0
N145BP,0,633,0.0
ME99QJ,0,1355,0.0
ME75PS,0,211,0.0
ME156YF,0,943,0.0
M201AB,0,977,0.0
LU63JA,0,171,0.0
LU48SE,0,3139,0.0
LS84EZ,0,668,0.0
LE101HL,0,466,0.0
LA94NQ,0,500,0.0
LA145TW,0,216,0.0
IG26JE,0,268,0.0
IG101DR,0,182,0.0
HU20PZ,0,391,0.0
GU151AX,0,322,0.0
GL75XN,0,384,0.0
GL168RG,0,158,0.0
FY29DZ,0,206,0.0
EN75ET,0,991,0.0
E96SG,0,1645,0.0
E48HX,0,1548,0.0
E149SN,0,117,0.0
E139EU,0,8166,0.0
DT47PL,0,271,0.0
DT47JR,0,834,0.0
DN46NJ,0,586,0.0
DL11BA,0,428,0.0
DE561WN,0,151,0.0
DE557AH,0,1758,0.0
CW72DP,0,527,0.0
CV48DU,0,726,0.0
CV311NL,0,603,0.0
CV213QN,0,300,0.0
CT147HE,0,634,0.0
CM164BD,0,557,0.0
CB101EE,0,176,0.0
CA11LB,0,642,0.0
BS83EW,0,172,0.0
BS67PT,0,109,0.0
BS119TS,0,293,0.0
BR40LZ,0,576,0.0
BN214JA,0,1161,0.0
BN213XY,0,148,0.0
BN212AR,0,397,0.0
BN14GE,0,301,0.0
BL26DD,0,1658,0.0
BH149LU,0,189,0.0
AL23QB,0,1340,0.0
